episode,reward,success,rho
1,-0.55,0,0.8
2,-0.74,0,0.796
3,-0.58,0,0.7920200000000001
4,0.6719815282283126,1,0.7880599
5,-0.7,0,0.7841196005000001
6,-0.55,0,0.7801990024975001
7,-0.5,0,0.7762980074850125
8,-0.54,0,0.7724165174475874
9,-0.78,0,0.7685544348603495
10,-0.52,0,0.7647116626860477
11,-0.77,0,0.7608881043726174
12,0.8255591903710184,1,0.7570836638507543
13,0.8255591903710184,1,0.7532982455315005
14,-0.61,0,0.749531754303843
15,-0.51,0,0.7457840955323238
16,-0.6799999999999999,0,0.7420551750546622
17,-0.67,0,0.738344899179389
18,-0.5700000000000001,0,0.734653174683492
19,0.9393288668428896,1,0.7309799088100746
20,-0.7,0,0.7273250092660242
21,-0.5700000000000001,0,0.7236883842196941
22,-0.6,0,0.7200699422985956
23,-0.53,0,0.7164695925871025
24,-0.52,0,0.712887244624167
25,-0.62,0,0.7093228084010461
26,-0.61,0,0.7057761943590409
27,-0.5,0,0.7022473133872458
28,-0.62,0,0.6987360768203096
29,-0.62,0,0.695242396436208
30,-0.53,0,0.6917661844540269
31,-0.53,0,0.6883073535317568
32,-0.63,0,0.684865816764098
33,-0.56,0,0.6814414876802775
34,-0.53,0,0.6780342802418761
35,0.4945205479701943,1,0.6746441088406667
36,-0.7,0,0.6712708882964634
37,0.8812252974212047,1,0.6679145338549811
38,-0.69,0,0.6645749611857062
39,-0.7,0,0.6612520863797777
40,-0.63,0,0.6579458259478789
41,-0.53,0,0.6546560968181395
42,0.5362535236575561,1,0.6513828163340488
43,-0.69,0,0.6481259022523785
44,-0.67,0,0.6448852727411166
45,-0.5,0,0.641660846377411
46,-0.71,0,0.638452542145524
47,-0.66,0,0.6352602794347965
48,-0.59,0,0.6320839780376225
49,-0.62,0,0.6289235581474344
50,-0.52,0,0.6257789403566972
51,-0.72,0,0.6226500456549138
52,-0.52,0,0.6195367954266392
53,0.5362535236575561,1,0.616439111449506
54,0.9393288668428896,1,0.6133569158922585
55,-0.54,0,0.6102901313127972
56,-0.5700000000000001,0,0.6072386806562332
57,-0.53,0,0.604202487252952
58,-0.61,0,0.6011814748166873
59,-0.7,0,0.5981755674426038
60,-0.71,0,0.5951846896053908
61,0.6248911947429105,1,0.5922087661573638
62,-0.72,0,0.5892477223265771
63,-0.53,0,0.5863014837149442
64,0.7722070367119389,1,0.5833699762963694
65,-0.59,0,0.5804531264148876
66,-0.67,0,0.5775508607828131
67,-0.52,0,0.5746631064788991
68,-0.8,0,0.5717897909465046
69,-0.58,0,0.5689308419917721
70,-0.65,0,0.5660861877818133
71,-0.64,0,0.5632557568429042
72,-0.5700000000000001,0,0.5604394780586897
73,-0.52,0,0.5576372806683962
74,-0.6799999999999999,0,0.5548490942650542
75,-0.77,0,0.5520748487937289
76,-0.75,0,0.5493144745497602
77,0.9393288668428896,1,0.5465679021770115
78,-0.66,0,0.5438350626661264
79,-0.56,0,0.5411158873527957
80,-0.8,0,0.5384103079160317
81,-0.5700000000000001,0,0.5357182563764515
82,-0.75,0,0.5330396650945692
83,-0.75,0,0.5303744667690964
84,-0.51,0,0.5277225944352509
85,-0.51,0,0.5250839814630747
86,-0.59,0,0.5224585615557593
87,-0.55,0,0.5198462687479806
88,-0.52,0,0.5172470374042406
89,-0.61,0,0.5146608022172194
90,0.9393288668428896,1,0.5120874982061333
91,-0.52,0,0.5095270607151027
92,-0.54,0,0.5069794254115272
93,-0.66,0,0.5044445282844695
94,-0.52,0,0.5019223056430472
95,-0.53,0,0.49941269411483197
96,-0.78,0,0.4969156306442578
97,0.4945205479701943,1,0.4944310524910365
98,-0.58,0,0.4919588972285813
99,-0.6,0,0.4894991027424384
100,0.8812252974212047,1,0.4870516072287262
101,-0.61,0,0.48461634919258256
102,-0.59,0,0.48219326744661967
103,-0.53,0,0.4797823011093866
104,-0.56,0,0.47738338960383964
105,-0.52,0,0.47499647265582046
106,0.9393288668428896,1,0.47262149029254136
107,-0.58,0,0.4702583828410786
108,-0.6799999999999999,0,0.4679070909268732
109,-0.66,0,0.4655675554722388
110,-0.53,0,0.46323971769487765
111,-0.67,0,0.4609235191064033
112,-0.53,0,0.45861890151087126
113,-0.67,0,0.4563258070033169
114,-0.53,0,0.45404417796830027
115,-0.65,0,0.45177395707845874
116,-0.6,0,0.44951508729306644
117,-0.61,0,0.44726751185660113
118,0.8255591903710184,1,0.44503117429731814
119,-0.55,0,0.44280601842583156
120,-0.63,0,0.4405919883337024
121,-0.64,0,0.43838902839203386
122,-0.51,0,0.43619708325007367
123,-0.53,0,0.4340160978338233
124,-0.62,0,0.43184601734465417
125,0.8255591903710184,1,0.4296867872579309
126,-0.64,0,0.42753835332164125
127,-0.5,0,0.42540066155503303
128,-0.53,0,0.4232736582472579
129,0.5362535236575561,1,0.4211572899560216
130,-0.52,0,0.4190515035062415
131,-0.58,0,0.4169562459887103
132,-0.52,0,0.41487146475876674
133,0.9393288668428896,1,0.4127971074349729
134,0.8812252974212047,1,0.41073312189779804
135,0.2431270938782182,1,0.40867945628830904
136,-0.55,0,0.4066360590068675
137,-0.59,0,0.40460287871183315
138,-0.52,0,0.40257986431827397
139,-0.58,0,0.4005669649966826
140,0.6248911947429105,1,0.39856413017169917
141,-0.54,0,0.3965713095208407
142,0.8255591903710184,1,0.39458845297323647
143,-0.71,0,0.3926155107083703
144,-0.61,0,0.39065243315482845
145,-0.75,0,0.3886991709890543
146,-0.61,0,0.386755675134109
147,-0.67,0,0.3848218967584385
148,-0.56,0,0.3828977872746463
149,-0.52,0,0.38098329833827305
150,-0.53,0,0.37907838184658166
151,-0.55,0,0.3771829899373487
152,-0.62,0,0.37529707498766196
153,-0.75,0,0.3734205896127237
154,0.9393288668428896,1,0.37155348666466004
155,1.0,1,0.36969571923133676
156,-0.5,0,0.3678472406351801
157,-0.66,0,0.3660080044320042
158,-0.52,0,0.3641779644098442
159,-0.58,0,0.362357074587795
160,-0.5,0,0.360545289214856
161,-0.51,0,0.35874256276878175
162,-0.52,0,0.35694884995493786
163,-0.74,0,0.35516410570516316
164,-0.55,0,0.35338828517663734
165,-0.54,0,0.35162134375075416
166,-0.71,0,0.3498632370320004
167,-0.79,0,0.3481139208468404
168,0.3084060113052235,1,0.3463733512426062
169,-0.56,0,0.3446414844863932
170,0.6248911947429105,1,0.3429182770639612
171,-0.65,0,0.3412036856786414
172,-0.7,0,0.3394976672502482
173,-0.56,0,0.337800178913997
174,-0.59,0,0.336111178019427
175,-0.56,0,0.3344306221293299
176,0.6248911947429105,1,0.3327584690186832
177,-0.53,0,0.3310946766735898
178,-0.71,0,0.32943920329022186
179,-0.61,0,0.3277920072737707
180,-0.74,0,0.32615304723740185
181,-0.63,0,0.32452228200121486
182,-0.76,0,0.3228996705912088
183,-0.54,0,0.3212851722382527
184,-0.62,0,0.31967874637706145
185,0.1823205880531552,1,0.31808035264517615
186,-0.53,0,0.31648995088195025
187,-0.76,0,0.3149075011275405
188,-0.51,0,0.3133329636219028
189,0.6719815282283126,1,0.3117662988037933
190,-0.54,0,0.31020746730977433
191,-0.54,0,0.30865642997322545
192,-0.59,0,0.3071131478233593
193,-0.59,0,0.3055775820842425
194,-0.5,0,0.3040496941738213
195,-0.53,0,0.3025294457029522
196,-0.58,0,0.30101679847443746
197,-0.7,0,0.29951171448206526
198,-0.52,0,0.2980141559096549
199,-0.54,0,0.29652408513010664
200,0.7210515858035663,1,0.2950414647044561
201,-0.71,0,0.2935662573809338
202,-0.56,0,0.2920984260940291
203,-0.65,0,0.2906379339635589
204,-0.58,0,0.28918474429374114
205,-0.61,0,0.2877388205722724
206,-0.56,0,0.28630012646941105
207,-0.53,0,0.284868625837064
208,-0.73,0,0.2834442827078787
209,-0.72,0,0.2820270612943393
210,-0.67,0,0.2806169259878676
211,-0.52,0,0.27921384135792826
212,-0.61,0,0.2778177721511386
213,-0.6,0,0.27642868329038295
214,-0.67,0,0.275046539873931
215,-0.76,0,0.27367130717456134
216,-0.73,0,0.27230295063868853
217,-0.52,0,0.2709414358854951
218,-0.55,0,0.2695867287060676
219,-0.55,0,0.2682387950625372
220,-0.62,0,0.26689760108722455
221,0.7210515858035663,1,0.2655631130817884
222,-0.6,0,0.2642352975163795
223,-0.52,0,0.2629141210287976
224,-0.66,0,0.26159955042365357
225,-0.61,0,0.2602915526715353
226,-0.61,0,0.25899009490817765
227,-0.61,0,0.2576951444336368
228,-0.54,0,0.2564066687114686
229,0.8255591903710184,1,0.25512463536791125
230,-0.51,0,0.2538490121910717
231,-0.62,0,0.2525797671301163
232,-0.65,0,0.25131686829446576
233,-0.55,0,0.2500602839529934
234,0.7210515858035663,1,0.24880998253322842
235,-0.55,0,0.24756593262056228
236,-0.62,0,0.24632810295745947
237,-0.53,0,0.24509646244267216
238,-0.55,0,0.2438709801304588
239,0.9393288668428896,1,0.2426516252298065
240,-0.64,0,0.24143836710365746
241,-0.73,0,0.24023117526813917
242,-0.5700000000000001,0,0.23903001939179847
243,-0.5,0,0.23783486929483946
244,-0.55,0,0.23664569494836526
245,-0.51,0,0.23546246647362343
246,-0.52,0,0.2342851541412553
247,-0.53,0,0.23311372837054903
248,-0.73,0,0.23194815972869628
249,-0.53,0,0.2307884189300528
250,-0.52,0,0.22963447683540253
251,-0.62,0,0.2284863044512255
252,-0.67,0,0.22734387292896938
253,0.6248911947429105,1,0.22620715356432453
254,0.8255591903710184,1,0.2250761177965029
255,-0.62,0,0.2239507372075204
256,-0.59,0,0.22283098352148278
257,-0.77,0,0.22171682860387537
258,-0.53,0,0.220608244460856
259,-0.55,0,0.21950520323855172
260,-0.04683291980145826,1,0.21840767722235896
261,-0.5,0,0.21731563883624716
262,-0.62,0,0.21622906064206593
263,-0.63,0,0.2151479153388556
264,-0.53,0,0.21407217576216134
265,-0.77,0,0.21300181488335054
266,-0.61,0,0.2119368058089338
267,-0.5700000000000001,0,0.21087712177988913
268,-0.5,0,0.20982273617098968
269,-0.64,0,0.20877362249013473
270,-0.58,0,0.20772975437768407
271,-0.66,0,0.20669110560579565
272,-0.55,0,0.20565765007776668
273,-0.61,0,0.20462936182737784
274,-0.58,0,0.20360621501824094
275,0.41579695766745595,1,0.20258818394314973
276,-0.75,0,0.201575243023434
277,-0.61,0,0.20056736680831683
278,-0.5700000000000001,0,0.19956452997427523
279,-0.51,0,0.19856670732440385
280,-0.7,0,0.19757387378778182
281,-0.71,0,0.1965860044188429
282,-0.55,0,0.1956030743967487
283,-0.52,0,0.19462505902476496
284,-0.69,0,0.19365193372964112
285,-0.54,0,0.1926836740609929
286,-0.61,0,0.19172025569068793
287,-0.5,0,0.1907616544122345
288,-0.72,0,0.18980784614017332
289,-0.6,0,0.18885880690947246
290,0.7210515858035663,1,0.1879145128749251
291,-0.53,0,0.18697494031055048
292,-0.5,0,0.18604006560899772
293,-0.66,0,0.18510986528095272
294,-0.63,0,0.18418431595454796
295,-0.5,0,0.1832633943747752
296,0.27517805926635663,1,0.18234707740290132
297,-0.53,0,0.18143534201588682
298,-0.67,0,0.1805281653058074
299,-0.65,0,0.17962552447927835
300,1.0,1,0.17872739685688196
301,-0.5700000000000001,0,0.17783375987259756
302,-0.55,0,0.17694459107323457
303,-0.65,0,0.1760598681178684
304,-0.51,0,0.17517956877727905
305,-0.64,0,0.17430367093339266
306,-0.55,0,0.1734321525787257
307,0.6719815282283126,1,0.17256499181583207
308,0.34287377253122964,1,0.1717021668567529
309,-0.62,0,0.17084365602246915
310,-0.51,0,0.1699894377423568
311,-0.61,0,0.16913949055364502
312,-0.64,0,0.1682937931008768
313,-0.5,0,0.16745232413537242
314,-0.61,0,0.16661506251469557
315,-0.5,0,0.1657819872021221
316,-0.5,0,0.16495307726611147
317,-0.5700000000000001,0,0.1641283118797809
318,-0.52,0,0.16330767032038201
319,-0.52,0,0.1624911319687801
320,-0.55,0,0.1616786763089362
321,-0.77,0,0.16087028292739153
322,0.6719815282283126,1,0.16006593151275458
323,-0.65,0,0.1592656018551908
324,-0.62,0,0.15846927384591486
325,1.0,1,0.1576769274766853
326,-0.56,0,0.15688854283930187
327,-0.66,0,0.15610410012510537
328,-0.54,0,0.15532357962447985
329,-0.59,0,0.15454696172635746
330,-0.53,0,0.15377422691772566
331,-0.63,0,0.15300535578313704
332,-0.55,0,0.15224032900422135
333,-0.58,0,0.15147912735920024
334,0.8812252974212047,1,0.15072173172240425
335,-0.72,0,0.14996812306379223
336,-0.51,0,0.14921828244847327
337,-0.63,0,0.1484721910362309
338,-0.5,0,0.14772983008104976
339,-0.6,0,0.1469911809306445
340,-0.56,0,0.14625622502599128
341,-0.53,0,0.14552494390086132
342,0.4543955181193583,1,0.14479731918135702
343,-0.73,0,0.14407333258545024
344,-0.69,0,0.143352965922523
345,-0.61,0,0.1426362010929104
346,-0.7,0,0.14192302008744584
347,-0.54,0,0.1412134049870086
348,-0.5700000000000001,0,0.14050733796207357
349,0.9393288668428896,1,0.1398048012722632
350,-0.55,0,0.13910577726590187
351,-0.73,0,0.13841024837957236
352,-0.62,0,0.1377181971376745
353,-0.5,0,0.13702960615198612
354,-0.52,0,0.1363444581212262
355,0.6248911947429105,1,0.13566273583062008
356,-0.64,0,0.13498442215146697
357,-0.53,0,0.13430950004070963
358,-0.75,0,0.1336379525405061
359,-0.66,0,0.13296976277780356
360,-0.51,0,0.13230491396391456
361,-0.6,0,0.13164338939409498
362,-0.8,0,0.13098517244712451
363,-0.53,0,0.1303302465848889
364,-0.67,0,0.12967859535196447
365,-0.58,0,0.12903020237520466
366,-0.55,0,0.12838505136332864
367,0.9393288668428896,1,0.127743126106512
368,-0.8,0,0.12710441047597945
369,-0.56,0,0.12646888842359955
370,-0.63,0,0.12583654398148156
371,-0.6799999999999999,0,0.12520736126157414
372,-0.55,0,0.12458132445526626
373,-0.69,0,0.12395841783298993
374,-0.6,0,0.12333862574382498
375,-0.5,0,0.12272193261510586
376,-0.52,0,0.12210832295203033
377,-0.52,0,0.12149778133727018
378,-0.58,0,0.12089029243058383
379,-0.56,0,0.12028584096843091
380,-0.66,0,0.11968441176358875
381,-0.62,0,0.11908598970477081
382,-0.65,0,0.11849055975624696
383,-0.66,0,0.11789810695746573
384,0.9393288668428896,1,0.11730861642267841
385,-0.56,0,0.11672207334056502
386,-0.61,0,0.1161384629738622
387,-0.64,0,0.11555777065899289
388,-0.62,0,0.11497998180569793
389,-0.5,0,0.11440508189666944
390,-0.62,0,0.11383305648718609
391,-0.54,0,0.11326389120475015
392,-0.73,0,0.1126975717487264
393,-0.51,0,0.11213408388998276
394,-0.53,0,0.11157341347053285
395,-0.59,0,0.11101554640318018
396,-0.53,0,0.11046046867116427
397,-0.65,0,0.10990816632780845
398,-0.53,0,0.10935862549616941
399,0.8255591903710184,1,0.10881183236868856
400,-0.8,0,0.10826777320684512
401,-0.69,0,0.10772643434081089
402,-0.61,0,0.10718780216910684
403,-0.63,0,0.1066518631582613
404,-0.54,0,0.10611860384247
405,0.5362535236575561,1,0.10558801082325765
406,-0.58,0,0.10506007076914137
407,-0.74,0,0.10453477041529566
408,-0.55,0,0.10401209656321918
409,-0.59,0,0.10349203608040308
410,-0.65,0,0.10297457590000107
411,-0.73,0,0.10245970302050107
412,-0.5,0,0.10194740450539856
413,-0.52,0,0.10143766748287157
414,-0.58,0,0.10093047914545722
415,-0.53,0,0.10042582674972993
416,-0.61,0,0.09992369761598127
417,-0.53,0,0.09942407912790137
418,-0.61,0,0.09892695873226186
419,-0.6,0,0.09843232393860055
420,-0.67,0,0.09794016231890754
421,-0.53,0,0.097450461507313
422,-0.66,0,0.09696320919977644
423,-0.71,0,0.09647839315377756
424,-0.75,0,0.09599600118800866
425,-0.52,0,0.09551602118206862
426,-0.52,0,0.09503844107615828
427,-0.54,0,0.09456324887077748
428,-0.8,0,0.0940904326264236
429,-0.61,0,0.09361998046329148
430,-0.52,0,0.09315188056097502
431,-0.51,0,0.09268612115817015
432,-0.5700000000000001,0,0.0922226905523793
433,-0.78,0,0.09176157709961741
434,-0.64,0,0.09130276921411933
435,-0.58,0,0.09084625536804873
436,-0.58,0,0.09039202409120849
437,-0.73,0,0.08994006397075244
438,-0.66,0,0.08949036365089867
439,-0.62,0,0.08904291183264418
440,-0.55,0,0.08859769727348096
441,-0.52,0,0.08815470878711355
442,-0.53,0,0.08771393524317798
443,0.8255591903710184,1,0.0872753655669621
444,-0.61,0,0.08683898873912728
445,-0.61,0,0.08640479379543164
446,-0.52,0,0.08597276982645449
447,-0.66,0,0.08554290597732223
448,-0.71,0,0.08511519144743561
449,-0.71,0,0.08468961549019843
450,-0.51,0,0.08426616741274744
451,-0.62,0,0.0838448365756837
452,-0.54,0,0.08342561239280528
453,1.0,1,0.08300848433084126
454,-0.53,0,0.08259344190918706
455,0.9393288668428896,1,0.08218047469964113
456,-0.5,0,0.08176957232614292
457,0.6719815282283126,1,0.0813607244645122
458,0.7722070367119389,1,0.08095392084218964
459,-0.63,0,0.08054915123797869
460,0.8812252974212047,1,0.0801464054817888
461,-0.65,0,0.07974567345437984
462,0.7722070367119389,1,0.07934694508710795
463,0.3084060113052235,1,0.07895021036167241
464,-0.64,0,0.07855545930986405
465,-0.64,0,0.07816268201331472
466,-0.6,0,0.07777186860324815
467,-0.58,0,0.07738300926023191
468,-0.6,0,0.07699609421393075
469,-0.76,0,0.0766111137428611
470,-0.62,0,0.0762280581741468
471,-0.74,0,0.07584691788327606
472,0.5796802704843891,1,0.07546768329385968
473,-0.58,0,0.07509034487739039
474,-0.69,0,0.07471489315300343
475,-0.69,0,0.07434131868723842
476,-0.5,0,0.07396961209380223
477,-0.58,0,0.07359976403333322
478,-0.53,0,0.07323176521316656
479,-0.55,0,0.07286560638710073
480,-0.55,0,0.07250127835516522
481,-0.5,0,0.07213877196338939
482,-0.58,0,0.07177807810357244
483,-0.66,0,0.07141918771305457
484,-0.61,0,0.0710620917744893
485,0.7210515858035663,1,0.07070678131561685
486,-0.52,0,0.07035324740903877
487,-0.64,0,0.07000148117199358
488,-0.65,0,0.0696514737661336
489,0.9393288668428896,1,0.06930321639730294
490,-0.56,0,0.06895670031531642
491,0.4543955181193583,1,0.06861191681373983
492,-0.51,0,0.06826885722967113
493,-0.58,0,0.06792751294352277
494,-0.56,0,0.06758787537880516
495,-0.6799999999999999,0,0.06724993600191113
496,-0.71,0,0.06691368632190157
497,-0.58,0,0.06657911789029207
498,-0.61,0,0.06624622230084061
499,-0.56,0,0.0659149911893364
500,-0.58,0,0.06558541623338972
